artist_name,track_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri
blink-182,Parking Lot,0.445,0.947,2,-2.513,1,0.124,0.00389,0.0,0.189,0.768,184.988,spotify:track:64uZdV31gETtp8Pmg1KvWj
Pink Floyd,"Another Brick in the Wall, Pt. 2",0.693,0.394,0,-15.882,1,0.0428,0.0782,0.000694,0.247,0.721,104.114,spotify:track:4gMgiXfqyzZLMhsksGmbQV
Tha Dogg Pound,Let's Play House,0.822,0.702,10,-4.759,0,0.0755,0.0919,0.00559,0.191,0.804,91.37,spotify:track:4cgJF9rKas2H5AC8FnNts0
David Gray,Twilight,0.436,0.0232,2,-17.912,1,0.0357,0.894,0.0,0.204,0.274,80.786,spotify:track:2t3GburxGEvXtirC22keIq
León Larregui,Birdie,0.602,0.521,5,-9.963,1,0.033,0.0864,0.393,0.111,0.631,90.023,spotify:track:1BokDaNfW9LVbEHBABNIUv
BarlowGirl,It's the Most Wonderful Time of the Year,0.238,0.802,9,-2.947,1,0.0466,0.253,0.0,0.302,0.387,69.377,spotify:track:4aLkA7Dfc74qDqafdp70U6
Jack & Jack,Like That,0.677,0.558,11,-5.375,0,0.201,0.255,0.0,0.0803,0.471,143.937,spotify:track:6rnl5HwEvhsD3wZ6MXZzBp
Dirty Heads,Disguise,0.733,0.846,7,-5.831,1,0.0308,0.0139,0.000103,0.0794,0.619,96.014,spotify:track:0mtjzPxb72TzLOKuAi0Q5o
Shania Twain,Any Man Of Mine,0.592,0.725,8,-8.698,1,0.0412,0.207,0.0,0.148,0.784,78.235,spotify:track:0pdfN7nOHMYmKykzu1cyfm
KT Tunstall,Black Horse And The Cherry Tree,0.749,0.789,4,-7.776,0,0.0621,0.311,0.0,0.348,0.894,104.851,spotify:track:6An1g0uI2RJNHkqy7vCckx
Betty Who,Glory Days,0.586,0.903,9,-6.0,1,0.054,0.000117,0.0,0.25,0.692,136.019,spotify:track:55EEJ3RzaL3V3cSxZAj1Pz
Nena,99 Red Balloons,0.543,0.482,4,-12.789,1,0.194,0.0853,9.22e-05,0.111,0.415,193.513,spotify:track:5mYtpXrZZ1bbGJYDGC8I0Y
Dyalla,Summer Break,0.781,0.428,9,-3.904,1,0.0387,0.0142,0.000527,0.174,0.709,98.017,spotify:track:2SLLtfoSOql3QgPVNvqnfQ
Anthem Lights,Mirrors,0.523,0.458,2,-5.307,1,0.036,0.697,0.0,0.114,0.46,78.097,spotify:track:3VJQMXORyew9KjcGyPQIco
Brad Paisley,Little Moments,0.512,0.468,9,-9.14,1,0.0276,0.251,1.37e-06,0.321,0.372,156.936,spotify:track:3hUL1sPjrLFXS6mUfEDs2Q
Oasis,Songbird,0.49,0.567,2,-6.208,1,0.0284,0.266,9.45e-06,0.24,0.547,134.921,spotify:track:7yDh4GJAoiAJJg2lPaSt4X
LTN,Autumn Leaves - Sunny Lax Radio Edit,0.706,0.845,3,-4.678,0,0.0317,0.000973,0.699,0.193,0.0494,128.04,spotify:track:3SeNH0YKzMGIKIjCvp5fOr
John Williams,Han Solo Returns,0.218,0.135,2,-18.673,1,0.0371,0.928,0.722,0.179,0.0364,66.709,spotify:track:2WKmrVyrkcW5BMAPyaCEfK
Tchami,Superlativ,0.732,0.876,10,-4.944,0,0.0623,0.024,0.718,0.0672,0.7,135.013,spotify:track:33UFM2JfFDGnrXsngsAtlz
Steven Curtis Chapman,I Will Be Here,0.475,0.186,3,-15.576,1,0.0277,0.749,2.53e-05,0.285,0.248,101.366,spotify:track:7w0CEIlW8kcomXPgxQ55Hj
Britney Spears,Gimme More,0.788,0.844,2,-3.131,1,0.0334,0.25,0.000678,0.0723,0.382,113.324,spotify:track:6ic8OlLUNEATToEFU3xmaH
Afroman,Because I Got High,0.8,0.34,7,-8.53,1,0.489,0.166,0.0,0.0792,0.847,165.923,spotify:track:3bdnSozGuKsSIpxWXp9ykO
Problem,Betta Watch Yo Self,0.841,0.78,10,-6.424,0,0.172,0.0559,0.0,0.199,0.382,100.031,spotify:track:5jCsMKfXS6NEJTIC4eCyu3
River Valley Worship,Glory Shines Bright,0.532,0.915,2,-4.37,1,0.0652,0.0163,2.08e-06,0.0868,0.449,127.957,spotify:track:0388hhgk6dvYoJgoVbDP02
Larry Hernández,Arrastrando Las Patas,0.775,0.764,2,-5.834,1,0.0627,0.101,2.1e-06,0.0374,0.853,110.406,spotify:track:5XmGJzHGZaLMNg7fObxBW9
K CAMP,Cut Her Off,0.771,0.614,8,-2.772,1,0.0397,0.1,0.0,0.191,0.0893,144.041,spotify:track:6AwhEQqt6vhnJBc2jBYvWI
Snake Wind,Come on Feel the Noise,0.448,0.908,11,-3.818,0,0.147,0.0321,1.71e-05,0.0703,0.383,145.267,spotify:track:5KaR60ue2myx5Y1ImL0STA
I Call Fives,Obvious,0.519,0.921,2,-4.594,1,0.0605,0.00045,1.42e-06,0.336,0.413,103.447,spotify:track:3ciSmO0BtJ2GjM8V1xKTVv
Mark Schultz,Walking Her Home,0.334,0.584,11,-6.041,1,0.0352,0.199,0.0,0.154,0.194,169.834,spotify:track:6FWEBWELuJJ0mLqLtZF7CB
SOHN,Proof,0.675,0.597,5,-7.227,0,0.0546,0.499,0.0256,0.136,0.461,135.998,spotify:track:7hxVHJLIhjBabKgukjnuix
Daddy Yankee,Machucando,0.84,0.843,8,-4.129,1,0.0632,0.241,9.97e-06,0.232,0.774,93.973,spotify:track:3FWAWggrMlMaSuBrf5cgKP
Alkilados,Me Ignoras,0.765,0.85,11,-4.113,0,0.0669,0.3,0.0,0.0628,0.963,100.015,spotify:track:6ZhC2rwZHL1BtiXrkeuubW
Fall Out Boy,American Beauty/American Psycho,0.5,0.928,2,-2.377,1,0.213,0.00707,0.0,0.185,0.627,151.076,spotify:track:1ZwSPWyE7Sw9iQHTIwPjSF
Juicy J,One of Those Nights (feat. The Weeknd),0.75,0.589,5,-6.934,0,0.0348,0.0315,1.95e-06,0.0959,0.0812,130.029,spotify:track:6Jc69KjFo9QNailcyDJh2I
Guitar Tribute Players,Apologize,0.746,0.388,3,-13.294,1,0.0419,0.88,0.879,0.0955,0.231,117.822,spotify:track:7fsIbFN4INQYrbWgDxVvtU
The Rolling Stones,Play With Fire - Mono Version,0.578,0.429,2,-9.601,1,0.0268,0.178,6.01e-05,0.171,0.0889,108.738,spotify:track:30V02AmDYMRvrHE4L8cZAo
The Kooks,Bad Habit,0.733,0.886,0,-4.194,0,0.0396,0.0536,1.76e-05,0.136,0.858,123.068,spotify:track:3bGidOZsEEuLHC9noPK3AW
COIN,Better,0.538,0.863,2,-5.937,1,0.05,0.00154,0.000236,0.0598,0.644,135.998,spotify:track:0ZIjM8SSASA9uQZgFA5R3X
Croatia Squad,All the Girlz - Radio Mix,0.854,0.658,10,-4.912,0,0.0989,0.00768,0.475,0.0753,0.385,123.042,spotify:track:4UnMgjwwBi21RiQa8xzvGr
Dave Brubeck,I Feel Pretty,0.664,0.442,8,-12.91,1,0.0434,0.62,0.000479,0.306,0.67,95.971,spotify:track:7BkPXyQubtHw0mXKdt5p2m
Kenny Vance,Betty Lou's Got A New Pair Of Shoes,0.48,0.927,0,-10.277,1,0.152,0.0929,5.86e-05,0.34,0.857,179.744,spotify:track:6A4rkZSlipGqy3aUD5TwVB
Ghostface,Run - Remix,0.324,0.949,6,-1.976,0,0.338,0.033,0.0,0.855,0.362,86.932,spotify:track:2Zc2bDitlBHyk7W0Wp3X40
Hindi Zahra,Imik si mik - Remastered Version,0.788,0.435,6,-10.151,0,0.0372,0.859,0.0,0.0819,0.771,111.992,spotify:track:725xsrRfUExIlatLNHiKNH
Eric Clapton,Steady Rollin' Man,0.705,0.799,2,-14.73,1,0.0356,0.339,0.536,0.071,0.805,95.635,spotify:track:3kzOrBFNHMfEZV2DtIWUIw
Ramin Djawadi,Pacific Rim (feat. Tom Morello),0.559,0.695,7,-9.334,1,0.0519,0.199,0.901,0.11,0.538,86.013,spotify:track:2KNmDKL0Ngf5wd7iB25cap
Coldplay,Viva La Vida,0.486,0.617,5,-7.115,0,0.0287,0.0954,3.23e-06,0.109,0.417,138.015,spotify:track:1mea3bSkSGXuIRvnydlB5b
Lady Gaga,Just Dance,0.822,0.739,1,-4.541,0,0.0311,0.0264,4.26e-05,0.181,0.745,118.992,spotify:track:1dzQoRqT5ucxXVaAhTcT0J
Ro Ransom,See Me Fall (Feat. Kensei Abbot),0.549,0.496,1,-7.885,1,0.197,0.0154,0.03,0.15,0.217,79.795,spotify:track:3zCDpMSxPum6hANAKIskNu
The Stamps,You'll Never Walk Alone,0.411,0.337,0,-10.053,1,0.03,0.867,0.0299,0.204,0.0912,73.993,spotify:track:4UUsg54UfaPdi9QALbky2r
Santa RM,Ahora Que Sigue?,0.576,0.627,5,-10.056,1,0.266,0.0278,0.0,0.0806,0.0729,77.731,spotify:track:4hOEl880T2A72WO6Udsgbr
Marilyn Manson,The Nobodies,0.432,0.803,9,-5.182,1,0.0603,4.62e-05,3.66e-05,0.0648,0.314,150.008,spotify:track:0lNit5cPzZnmVqMAbiOFKp
Sleeping At Last,West,0.419,0.139,11,-12.401,1,0.0383,0.926,2.02e-05,0.112,0.235,142.192,spotify:track:6euUjTQwdyS7Kkj6QoFKRt
Boyce Avenue,Somebody That I Used to Know,0.729,0.408,11,-10.078,0,0.0323,0.349,0.0,0.0957,0.263,120.022,spotify:track:4Fn6sWJ59YQ5SkVNYM3POS
Lana Del Rey,Pretty When You Cry,0.509,0.547,10,-6.548,0,0.0417,0.399,0.0,0.215,0.197,109.436,spotify:track:6PnluwP0fjGnpIBsqTdUTq
Yes,Heart of the Sunrise - 2008 Remaster,0.368,0.573,1,-10.185,1,0.0484,0.00933,0.147,0.171,0.393,144.158,spotify:track:6f5GVaxl1gQ7EGK9LEgKV4
Jeremih,Feel Like Phil,0.822,0.422,5,-8.777,0,0.123,0.915,0.00256,0.119,0.363,108.088,spotify:track:3C82WSOE6RIIObrBdiBV7j
Desiigner,Thank God I Got It,0.724,0.609,1,-5.19,0,0.295,0.25,0.0,0.188,0.458,130.011,spotify:track:2eX7g5yCcKHk7xHJhBydYY
Kendrick Lamar,ELEMENT.,0.748,0.705,4,-4.547,0,0.485,0.204,0.0,0.246,0.483,189.891,spotify:track:1EaKU4dMbesXXd3BrLCtYG
FKJ,Learn to Fly,0.645,0.622,5,-8.215,0,0.0456,0.182,0.753,0.0769,0.377,87.036,spotify:track:50gMJizkOotN58gXTMqmp5
First Aid Kit,Wolf,0.522,0.746,8,-6.999,1,0.0422,0.0594,0.00103,0.257,0.404,102.093,spotify:track:66wOMJ1XInkBukh3C9AwI2
Desiigner,Jet,0.903,0.653,2,-5.735,1,0.32,0.00544,0.00012,0.135,0.473,128.082,spotify:track:5VcFJRpsNYR6R61oEo3w58
Daya,Cool,0.84,0.731,1,-5.404,0,0.11,0.553,0.00188,0.119,0.613,97.926,spotify:track:12ZxB6OrRRATkt7UoAqQHh
Christian Burghardt,Safe Place to Land,0.632,0.926,10,-4.229,1,0.0593,0.0809,0.0,0.0854,0.439,134.033,spotify:track:4WzamSygZIzZek6rIqFSHn
Dum Dum Girls,Rimbaud Eyes,0.495,0.842,2,-4.47,1,0.0324,0.000248,0.0501,0.326,0.386,131.977,spotify:track:16cRUtk8Hsq5LR3FShLiYV
Estelle,American Boy,0.714,0.689,4,-5.588,0,0.388,0.0787,0.0,0.427,0.661,117.03,spotify:track:4CFSOgSsTMe2M6AJoPddFt
Natasha Bedingfield,Unwritten,0.706,0.8,5,-6.333,1,0.0399,0.00584,0.0,0.0822,0.629,100.011,spotify:track:7hhAwcMTdCHxuYkCHCfzw7
Kenny Chesney,The Big Revival,0.603,0.785,0,-5.041,1,0.0258,0.000107,0.221,0.0945,0.279,92.996,spotify:track:1P1znjxsoIBwExWZ1aDjlc
k.d. lang,Golden Slumbers / The End - 2010 Remaster,0.368,0.152,1,-11.54,1,0.0282,0.485,0.000143,0.187,0.19,82.165,spotify:track:31fCnfsdABm5Yx6a0BUXZ3
Third Day,Revelation,0.358,0.858,2,-4.901,1,0.0456,0.1,0.0,0.134,0.338,158.115,spotify:track:03v6RgqWOMWFaaW83ep2hF
John Williams,Farewell and The Trip,0.149,0.117,2,-16.079,0,0.0367,0.961,0.846,0.0884,0.0373,102.437,spotify:track:5rNeP2W50bPqxNGznooWCV
Charlie Puth,One Call Away,0.667,0.613,1,-5.353,1,0.0344,0.403,0.0,0.115,0.47,91.024,spotify:track:6vSforRhuzsA0D0SO9fG1S
K-Ci & JoJo,Momma's Song,0.654,0.748,4,-5.384,1,0.0573,0.075,0.0,0.156,0.911,144.163,spotify:track:0tjxL5PbkXepAgRvDYLZJv
Lady Gaga,Poker Face,0.851,0.806,4,-4.62,1,0.0787,0.118,1.64e-06,0.121,0.787,118.999,spotify:track:1QV6tiMFM6fSOKOGLMHYYg
George Strait,Let It Go,0.694,0.714,0,-7.3,1,0.0303,0.212,0.000155,0.191,0.727,117.977,spotify:track:7a2NUtKR5wLMmu7tayiLp1
Years & Years,Eyes Shut,0.593,0.671,0,-6.956,1,0.0409,0.54,0.0,0.123,0.195,97.935,spotify:track:3vx3J3TSgqR6BW4JBXf4Ui
Armin van Buuren,Another You (feat. Mr. Probz) - Radio Edit,0.588,0.66,6,-5.03,0,0.0318,0.00937,5.28e-05,0.155,0.437,127.959,spotify:track:7Hp7PPT6I4xk9svmfcMoVK
Billy Joel,She's Always a Woman,0.292,0.324,3,-11.996,1,0.0346,0.797,0.000473,0.12,0.384,176.631,spotify:track:5RgFlk1fcClZd0Y4SGYhqH
Different Heaven,Far Away,0.604,0.634,8,-6.581,1,0.0688,0.0089,0.000179,0.115,0.246,127.906,spotify:track:6EatvseKs70HUlcDLuTMGj
Fred Astaire,Puttin' on the Ritz,0.817,0.437,6,-14.623,1,0.113,0.901,0.1,0.144,0.787,107.094,spotify:track:7t3qBNw37k2P2OmgK0MilM
Dre Dog,The Most Hated Man in Frisco,0.819,0.819,11,-5.969,0,0.102,0.0139,0.0,0.363,0.498,109.118,spotify:track:6z1RM75ODprTB6x99j1qqo
Steve Aoki,Just Hold On,0.647,0.932,11,-3.515,1,0.0824,0.00383,1.5e-06,0.0574,0.374,114.991,spotify:track:3EmmCZoqpWOTY1g2GBwJoR
The Cars,Magic,0.683,0.806,9,-7.574,1,0.042,0.125,0.000548,0.191,0.962,118.032,spotify:track:7z8k6KAvjHX3RtkYNhIC9B
Claire Hamilton,Molly Malone,0.5,0.218,2,-16.243,1,0.0328,0.872,0.146,0.237,0.454,138.409,spotify:track:6NOIVMVNVAecu7Y7YTLLvY
William Singe,Bad and Boujee,0.862,0.477,5,-9.393,0,0.331,0.48,0.0,0.105,0.607,123.034,spotify:track:1wjSoJV9712l7KLe0j8PiY
R5,Let's Not Be Alone Tonight,0.608,0.897,2,-5.299,1,0.0489,0.00155,0.0,0.261,0.356,105.032,spotify:track:4pibxNjeKT5nzEmQeFtmcf
Sweater Beats,Hey Ya,0.568,0.829,4,-4.194,0,0.176,0.0128,6.73e-06,0.121,0.319,170.015,spotify:track:6h2qCXYJRuAWo7mxSmkrYn
Hoodboi,Shallow - Alizzz Remix,0.539,0.703,8,-6.32,1,0.0418,0.000185,0.926,0.0677,0.134,144.988,spotify:track:14L658StKf9DZir2j9Hk2z
Unk,Walk It Out (feat. Outkast & Jim Jones),0.787,0.713,1,-5.704,0,0.293,0.08,0.0,0.0861,0.54,159.976,spotify:track:0OtYquVj3keEgixYf4ekkC
The Story So Far,The Glass,0.267,0.746,0,-6.1,1,0.0333,0.158,6.74e-06,0.077,0.384,141.851,spotify:track:2m9Ki82ZTfFIFDjPt7fu6u
Benjamin Clementine,Adios,0.48,0.348,5,-7.661,0,0.0467,0.605,0.000245,0.101,0.346,124.068,spotify:track:76aL5ObnhpauNlDdAVOY1w
Van Morrison,Domino - 1999 Remaster,0.731,0.555,2,-13.684,1,0.0519,0.321,0.000103,0.0527,0.935,131.26,spotify:track:0eti3iRdEgUxwcIcN2N9DY
Westside Connection,Cross 'Em Out And Put A 'K,0.699,0.7,1,-6.116,1,0.192,0.0256,0.0,0.135,0.619,180.225,spotify:track:2bRiRT5X7mK36UiKYUABp0
Rodney Atkins,Farmer's Daughter,0.612,0.791,6,-3.519,1,0.0291,0.224,0.0,0.112,0.786,133.977,spotify:track:5zGqTc1WQUe8XqqdnrpKTV
LMFAO,Party Rock Anthem,0.751,0.736,5,-4.168,0,0.156,0.0206,0.0,0.265,0.352,130.014,spotify:track:7mitXLIMCflkhZiD34uEQI
Leighton Meester,Summer Girl,0.647,0.817,8,-4.346,1,0.0263,0.0158,0.0,0.116,0.755,109.966,spotify:track:64nxCkjlszl6PG6CdpyHJw
Petit Biscuit,Night Trouble,0.411,0.364,1,-15.335,1,0.0743,0.951,0.93,0.126,0.0685,95.967,spotify:track:5LLtNp8qc3NaCIieZ2W4Dk
Problem,Like Whaaat (feat. Bad Lucc),0.765,0.656,1,-7.653,1,0.0654,0.348,0.0,0.124,0.194,92.975,spotify:track:649D7OmBOMjoVT0t3pa6tA
Anna Kendrick,Cups (Pitch Perfect’s “When I’m Gone”) - Pop Version,0.885,0.447,0,-8.886,1,0.102,0.0481,0.0131,0.0351,0.744,129.956,spotify:track:0ydsi4UHPiwLQWZKTlkcaP
Birdy,Without a Word,0.316,0.276,7,-8.902,1,0.0347,0.944,0.000712,0.367,0.234,96.165,spotify:track:66p38eJ5BjCBjjM61fidvH
Shawn Mendes,One Of Those Nights,0.644,0.66,1,-6.421,1,0.038,0.0109,0.0,0.143,0.662,94.967,spotify:track:5ErpjCkSViDJu5iIclU6Q8
Nirvana,The Man Who Sold The World,0.483,0.753,1,-8.937,0,0.0832,0.425,0.000142,0.257,0.42,115.102,spotify:track:15VRO9CQwMpbqUYA7e6Hwg
Justin Bieber,Children,0.634,0.885,11,-4.702,0,0.304,0.0122,0.0,0.193,0.327,127.064,spotify:track:6O8I0ffpEtyMQmMYo0bj4N
Metallica,...And Justice For All,0.547,0.799,9,-7.47,1,0.128,0.000105,0.0955,0.0612,0.409,86.634,spotify:track:2qTMefSpJHIdep3aC4RMR4
Brad Paisley,Country Nation,0.387,0.861,4,-5.529,1,0.0413,0.0389,0.00047,0.1,0.482,177.94,spotify:track:4yL5WpJZmoxAV4udhE55VY
The Fray,Over My Head (Cable Car),0.592,0.729,8,-4.156,1,0.0448,0.022,0.0,0.0653,0.709,116.03,spotify:track:1N62wozuHCvczCkY4QidpP
Little Big Town,Boondocks,0.41,0.78,9,-5.391,1,0.0332,0.211,0.0,0.48,0.695,88.016,spotify:track:3duP6mBVDsHM8ioN7o7dAK
Oddisee,After Thoughts,0.591,0.513,7,-11.151,0,0.0374,0.0285,0.782,0.208,0.263,172.208,spotify:track:27szvF97Tu95GxN98N52fy
Steve Aoki,Delirious (Boneless) (feat. Kid Ink),0.706,0.912,8,-4.44,0,0.0565,0.0195,0.0,0.232,0.925,128.004,spotify:track:2SSFvQBwsxeazzo7z5l9gD
Moxie Raia,Buffalo Bill,0.664,0.693,11,-8.239,1,0.0541,0.158,0.0,0.157,0.511,83.964,spotify:track:2xAmWeTvhRhuYY8Adwp1LD
Everclear,Wonderful,0.514,0.817,7,-6.489,1,0.05,0.0118,8.25e-06,0.346,0.734,186.765,spotify:track:0WHOPmOuQKuu05k4g3UTvk
Pretty Lights,Always All Ways,0.473,0.962,9,-3.802,0,0.163,0.00661,0.341,0.298,0.312,174.095,spotify:track:6LptsOtt042hj0DM46mK7t
Jenny Lewis,Aloha & the Three Johns,0.43,0.834,3,-7.075,1,0.177,0.00941,0.000381,0.373,0.55,131.92,spotify:track:0aSM7J5o163paC3opsI774
*NSYNC,Giddy Up,0.729,0.888,2,-4.239,1,0.176,0.0402,0.0,0.856,0.694,93.045,spotify:track:2q0mXN9pCMzQs0D71jK7As
Seafret,Wildfire,0.587,0.58,6,-7.867,1,0.0329,0.252,0.00243,0.105,0.193,131.953,spotify:track:2Ro9FLIVhPwIQopSr48oJT
Lin-Manuel Miranda,Right Hand Man,0.68,0.413,8,-9.41,1,0.492,0.177,0.0,0.205,0.383,158.576,spotify:track:3nJYcY9yvKP8Oi2Ml8brXt
After 7,Can't Stop - Remix,0.811,0.771,8,-7.56,1,0.0407,0.0535,0.0,0.345,0.745,96.779,spotify:track:2am14wFmbow4gZXQy1Pwyh
Zoology,Negai,0.548,0.65,11,-12.406,0,0.408,0.117,1.6e-06,0.102,0.439,96.783,spotify:track:4G4wIWnQXvJzdBifQwx749
Little Mix,Love Me or Leave Me,0.517,0.368,9,-5.72,1,0.0291,0.598,0.0,0.0882,0.368,66.996,spotify:track:2czTwBUyZHzWXS06IzED4N
The Beatles,Polythene Pam - Remastered 2009,0.474,0.939,11,-8.884,0,0.199,0.00472,0.674,0.19,0.499,166.829,spotify:track:1FTCA6wQwulQFokDddKE68
Fernel Monroy,En Este Lugar,0.427,0.388,7,-10.325,1,0.0329,0.615,0.0,0.107,0.34,129.261,spotify:track:4cGpd8EazgqqEcayazZK74
Bastille,Pompeii,0.679,0.715,9,-6.383,1,0.0407,0.0755,0.0,0.271,0.571,127.435,spotify:track:3gbBpTdY8lnQwqxNCcf795
Jessies Girl,Jessies Girl,0.664,0.609,2,-7.351,1,0.0454,0.0307,1.48e-06,0.165,0.786,132.978,spotify:track:4ff2kUTpAGPYM3LcnMcus8
Singing Sandra,Equal Justice,0.723,0.873,0,-6.489,0,0.0584,0.477,0.0,0.0668,0.932,134.949,spotify:track:4O0ckFOHAur7DiAI1L1doY
James Bay,Best Fake Smile,0.689,0.886,11,-4.266,1,0.0424,0.0228,0.0,0.275,0.936,142.017,spotify:track:6AmxeIQnj00ObQNSBFFMGd
George Ezra,Barcelona,0.629,0.577,5,-9.306,1,0.0306,0.293,0.00115,0.109,0.171,93.997,spotify:track:1yJZwBqTyGTB7mz8nZyiel
Chevelle,Don't Fake This,0.498,0.901,1,-3.7,1,0.0485,0.00168,0.0111,0.0375,0.392,98.592,spotify:track:2Bcvh4zypRuH0cCTQzuV6B
Guitar Tribute Players,Safe and Sound,0.704,0.329,0,-14.905,1,0.0542,0.929,0.352,0.118,0.32,118.037,spotify:track:76lzeZbQrDFuvlY5E6zLvX
Elevation Worship,The King Is Among Us,0.474,0.506,9,-8.722,0,0.0371,0.392,2.09e-06,0.104,0.167,77.834,spotify:track:0fjlUXYx6SwvegfEjV4Gz6
Jonas Brothers,Play My Music,0.47,0.876,2,-3.49,1,0.0937,0.00076,0.0,0.219,0.795,177.997,spotify:track:0FVduJ39BK7T80wq617H0R
Ludacris,Growing Pains (Do It Again) Rmx,0.476,0.872,6,-5.504,0,0.284,0.179,0.0,0.202,0.614,79.523,spotify:track:5TPV2qlt3SZkW1DZ3saPvX
Miley Cyrus,My Darlin' (feat. Future),0.616,0.475,8,-6.714,1,0.0464,0.0276,0.0,0.2,0.224,142.879,spotify:track:7hJ1fEr1nf2e4qsE4bfmcc
Weezer,El Scorcho,0.479,0.707,1,-4.968,1,0.0659,0.0471,0.0,0.0932,0.661,148.092,spotify:track:3g2gQMeeQAEPztiQKMlGSl
Ted Nugent,Stranglehold,0.484,0.711,2,-7.784,1,0.0331,0.0183,0.173,0.0941,0.49,148.189,spotify:track:2f0P7iELCvAlV8j6Z3rGDE
Bon Jovi,Army Of One,0.479,0.839,0,-5.863,1,0.0443,8.59e-06,0.000226,0.104,0.269,113.958,spotify:track:2l2HOp2nFe5N0GeRu4mvw8
Kenny Chesney,Out Last Night,0.64,0.822,9,-4.954,1,0.041,0.42,0.000435,0.144,0.395,141.054,spotify:track:4QoZGQ8woaho94v629kVl1
Alkaline,Company,0.519,0.754,0,-5.669,0,0.243,0.118,0.0,0.237,0.364,131.711,spotify:track:3jrHzcQk9InDER29SbJxXP
J Dilla,Motor City 9,0.483,0.711,6,-4.712,1,0.209,0.0341,0.00409,0.147,0.398,95.995,spotify:track:1YpMtD22tkqiwjZkaqTkUb
Never Shout Never,Can't Stand It,0.684,0.622,2,-5.313,1,0.0334,0.0302,1.09e-06,0.277,0.368,125.973,spotify:track:5YX2R55h76mamgXwsvBRlH
Gary Clark Jr.,Church,0.397,0.597,7,-7.312,1,0.0295,0.299,0.000708,0.143,0.296,155.259,spotify:track:50KjvVYMfD3dik1Rkegkjz
!!!,A New Name,0.686,0.904,4,-7.718,0,0.0456,0.00564,0.00759,0.0932,0.571,118.995,spotify:track:7LVlMTLfp0aVEHja0xcCha
T.I.,Wildside (feat. A$AP Rocky),0.637,0.693,8,-4.424,1,0.105,0.11,0.0,0.206,0.271,135.21,spotify:track:6Bsm0nWTDMo80uqh2FiVhS
The Ready Set,I Don't Wanna Spend Another Christmas Without You,0.674,0.688,9,-5.933,1,0.0372,0.153,0.0,0.136,0.789,135.021,spotify:track:7bkWaXsZ1nPVqU9gNAUAWP
Death Cab for Cutie,What Sarah Said,0.505,0.439,0,-9.952,1,0.0268,0.801,0.0217,0.104,0.0401,134.194,spotify:track:2JFrlsJBH4IDt3Suot97dP
Ziggy Marley,Weekend's Long,0.582,0.711,0,-3.676,1,0.0354,0.0424,0.0,0.0714,0.867,179.067,spotify:track:1sXerQxrgC3bfZtxZNZ9VR
Ryan Kinder,Close,0.479,0.86,0,-4.318,1,0.0347,0.00566,0.0,0.168,0.743,80.018,spotify:track:6YKL9gCOH31W5fanjQTtqq
Elvis Presley,Here Comes Santa Claus (Right Down Santa Claus Lane),0.575,0.236,2,-16.982,1,0.0422,0.968,0.0178,0.105,0.829,79.576,spotify:track:7n7VsX3sv66znBwA8b5uhp
Thee Oh Sees,Chem-Farmer,0.671,0.787,7,-6.845,1,0.0528,0.0158,0.818,0.696,0.682,170.105,spotify:track:4DypAtDaIT1EzzTtEdzPRx
Brett Eldredge,Bring You Back,0.572,0.711,8,-4.774,1,0.0423,0.307,0.0,0.203,0.572,143.925,spotify:track:13dQb9ZXU7ehRoDLrjyTt0
John Legend,Alright,0.546,0.721,2,-8.199,1,0.225,0.519,0.0,0.476,0.583,159.557,spotify:track:7AmXxobBjoVs75BSkZTzJA
Jimmy Eat World,Hear You Me,0.474,0.513,4,-6.098,1,0.0273,0.0123,0.0402,0.254,0.149,136.171,spotify:track:0fQlm2MUzqGDBPkuqq4U1Y
Grizzly Bear,Slow Life (with Victoria Legrand),0.488,0.513,6,-7.469,1,0.0257,0.199,0.0396,0.173,0.406,73.055,spotify:track:02KGkBz8Tyc9TB2RqCd9Z5
DMX,Where The Hood At,0.537,0.948,8,-3.063,1,0.355,0.151,0.0,0.356,0.792,186.151,spotify:track:6RUpJeXT6U4SPEafnr9Wr7
Madison Washington,Monarchy,0.504,0.736,2,-5.251,1,0.338,0.0131,0.0,0.105,0.845,82.166,spotify:track:7b6fab2L4TLKXOMTBPKHxP
Fall Out Boy,Sending Postcards From a Plane Crash (Wish You Were Here),0.604,0.966,1,-3.958,0,0.0625,0.000152,4.95e-05,0.285,0.597,106.037,spotify:track:6myPy86FHUBJsFi7RAWp5Y
Brantley Gilbert,My Kind Of Crazy,0.551,0.452,8,-9.402,1,0.0299,0.5,0.0,0.272,0.329,142.015,spotify:track:4FcOYKkhIXgvO787zu0Cxy
Fall Out Boy,I'm Like A Lawyer With The Way I'm Always Trying To Get You Off (Me & You),0.529,0.8,1,-3.79,1,0.0318,0.00301,1.17e-05,0.102,0.498,96.81,spotify:track:6A9nyMBdNUzVcFHZUEZ71F
Bebe & Cece Winans,Lost Without You,0.594,0.524,9,-12.916,1,0.0313,0.163,0.0,0.282,0.593,76.686,spotify:track:6BOJ0nczgHMiklqraMDfMv
Beastie Boys,B-Boy Bouillabaisse Medley,0.562,0.522,7,-15.797,1,0.464,0.0966,1.06e-05,0.0934,0.586,160.603,spotify:track:0hCXv8L9UBTY2IqCGjJvXS
